# Date Start, 2025-11-13 15:00:00.000000
# ExB probe type, Sample ExB probe
# ExB probe info, 1 meter away from thruster
# Test condition note, HET, m_dot = 10 sccm, Xe, V_dis = 200 V, I_dis = 1 A
# Time, V_electrode_+ [V], V_electrode_- [V] I_ave [A], I_SD [A], N_sample [count], I_max [A], I_min [A]
2025-11-13 15:00:00,1.000000e+00,-1.000000e+00,1.574812e-09,2.362217e-10,3.000000e+00,2.283477e-09,8.661464e-10,1.000000e-07
2025-11-13 15:00:01,1.500000e+00,-1.500000e+00,1.349627e-09,2.024440e-10,3.000000e+00,1.956959e-09,7.422947e-10,1.000000e-07
2025-11-13 15:00:02,2.000000e+00,-2.000000e+00,1.871558e-09,2.807337e-10,3.000000e+00,2.713759e-09,1.029357e-09,1.000000e-07
2025-11-13 15:00:03,2.500000e+00,-2.500000e+00,1.017852e-09,1.526778e-10,3.000000e+00,1.475885e-09,5.598186e-10,1.000000e-07
2025-11-13 15:00:04,3.000000e+00,-3.000000e+00,1.701092e-09,2.551638e-10,3.000000e+00,2.466583e-09,9.356006e-10,1.000000e-07
2025-11-13 15:00:05,3.500000e+00,-3.500000e+00,1.203315e-09,1.804972e-10,3.000000e+00,1.744806e-09,6.618230e-10,1.000000e-07
2025-11-13 15:00:06,4.000000e+00,-4.000000e+00,1.860076e-09,2.790115e-10,3.000000e+00,2.697111e-09,1.023042e-09,1.000000e-07
2025-11-13 15:00:07,4.500000e+00,-4.500000e+00,1.258599e-09,1.887899e-10,3.000000e+00,1.824969e-09,6.922296e-10,1.000000e-07
2025-11-13 15:00:08,5.000000e+00,-5.000000e+00,1.188072e-09,1.782109e-10,3.000000e+00,1.722705e-09,6.534398e-10,1.000000e-07
2025-11-13 15:00:09,5.500000e+00,-5.500000e+00,1.842279e-09,2.763419e-10,3.000000e+00,2.671305e-09,1.013254e-09,1.000000e-07
2025-11-13 15:00:10,6.000000e+00,-6.000000e+00,1.383153e-09,2.074730e-10,3.000000e+00,2.005572e-09,7.607343e-10,1.000000e-07
2025-11-13 15:00:11,6.500000e+00,-6.500000e+00,1.025718e-09,1.538578e-10,3.000000e+00,1.487292e-09,5.641451e-10,1.000000e-07
2025-11-13 15:00:12,7.000000e+00,-7.000000e+00,1.682166e-09,2.523249e-10,3.000000e+00,2.439141e-09,9.251914e-10,1.000000e-07
2025-11-13 15:00:13,7.500000e+00,-7.500000e+00,1.455625e-09,2.183437e-10,3.000000e+00,2.110656e-09,8.005935e-10,1.000000e-07
2025-11-13 15:00:14,8.000000e+00,-8.000000e+00,1.565902e-09,2.348853e-10,3.000000e+00,2.270558e-09,8.612462e-10,1.000000e-07
2025-11-13 15:00:15,8.500000e+00,-8.500000e+00,1.094001e-09,1.641001e-10,3.000000e+00,1.586301e-09,6.017004e-10,1.000000e-07
2025-11-13 15:00:16,9.000000e+00,-9.000000e+00,1.741894e-09,2.612841e-10,3.000000e+00,2.525746e-09,9.580417e-10,1.000000e-07
2025-11-13 15:00:17,9.500000e+00,-9.500000e+00,1.050046e-09,1.575069e-10,3.000000e+00,1.522567e-09,5.775253e-10,1.000000e-07
2025-11-13 15:00:18,1.000000e+01,-1.000000e+01,1.063020e-09,1.594530e-10,3.000000e+00,1.541379e-09,5.846608e-10,1.000000e-07
2025-11-13 15:00:19,1.050000e+01,-1.050000e+01,1.071695e-09,1.607542e-10,3.000000e+00,1.553957e-09,5.894321e-10,1.000000e-07
2025-11-13 15:00:20,1.100000e+01,-1.100000e+01,1.623011e-09,2.434517e-10,3.000000e+00,2.353366e-09,8.926561e-10,1.000000e-07
2025-11-13 15:00:21,1.150000e+01,-1.150000e+01,1.289762e-09,1.934644e-10,3.000000e+00,1.870155e-09,7.093693e-10,1.000000e-07
2025-11-13 15:00:22,1.200000e+01,-1.200000e+01,1.911392e-09,2.867088e-10,3.000000e+00,2.771518e-09,1.051266e-09,1.000000e-07
2025-11-13 15:00:23,1.250000e+01,-1.250000e+01,1.913450e-09,2.870175e-10,3.000000e+00,2.774502e-09,1.052397e-09,1.000000e-07
2025-11-13 15:00:24,1.300000e+01,-1.300000e+01,1.321282e-09,1.981924e-10,3.000000e+00,1.915859e-09,7.267053e-10,1.000000e-07
2025-11-13 15:00:25,1.350000e+01,-1.350000e+01,1.279978e-09,1.919966e-10,3.000000e+00,1.855967e-09,7.039877e-10,1.000000e-07
2025-11-13 15:00:26,1.400000e+01,-1.400000e+01,2.042430e-09,3.063645e-10,3.000000e+00,2.961523e-09,1.123336e-09,1.000000e-07
2025-11-13 15:00:27,1.450000e+01,-1.450000e+01,2.245753e-09,3.368630e-10,3.000000e+00,3.256342e-09,1.235164e-09,1.000000e-07
2025-11-13 15:00:28,1.500000e+01,-1.500000e+01,2.402894e-09,3.604340e-10,3.000000e+00,3.484196e-09,1.321592e-09,1.000000e-07
